# M17Hosts.txt generated hourly from https://dvref.com/mrefd/json/?format=json
M17-894,http://ke4qcm.ddns.net,104.54.169.239,none,17000,KE4QCM,US
M17-909,http://xlx.vra.or.th:3000,198.13.49.172,2001:19f0:7002:11d9:5400:4ff:fedb:afa6,17000,HS1AB,TH
M17-910,http://m17.mywire.org:3000,78.138.0.61,none,17000,XLX910 - Washington, DC - Maryland - Virginia,US
M17-911,https://911m17.freeddns.org,128.199.239.91,none,17000,HS5BLO,TH
M17-922,http://m17.ycs235.com,81.150.10.63,none,17000,CQ-UK,GB
M17-926,https://urf.kf3rry.org,44.31.112.11,2001:19f0:5c01:727::11,17000,KF3RRY,US
M17-942,http://m17-942.ntsy.me:3000,18.170.163.13,2a05:d01c:188:4e00:75ee:eaf7:f32f:9e16,17000,Digital Dragon Radio,GB
M17-948,http://m17icq.icqpodcast.com,46.101.36.246,none,17000,ICQPodcast (M1MRB / W9ICQ),GB
M17-983,https://M17-983.k8jtk.org/,45.76.228.241,2001:19f0:5c01:1fe3:5400:2ff:fef0:bfed,17000,K8JTK Hub Multimode ILS/DVMIS (K8JTK.org),US
M17-999,https://m17-999.freedmr.it/,94.177.173.53,none,17000,IW1ELO,IT
M17-9V1,http://139.162.27.103:3000,139.162.27.103,2400:8901::f03c:95ff:fec1:dbd0,17000,,SG
M17-AFG,https://m17.amateurfunk.uni-kl.de,131.246.124.119,2001:638:208:ef34:1085:12ff:fe7b:b14f,17000,Amateurfunk Forschungsgruppe der TU Kaiserslautern DL0XK,DE
M17-AJW,https://m17.alecwasserman.com/,45.58.44.163,2607:f170:44:11::970,17000,N1AJW,US
M17-AND,https://m17and.xreflector.es/m17,141.94.206.232,none,17000,xreflector.es,ES
M17-AP2,http://m17.pakhams.com:3000,58.65.136.202,none,17000,AP2CJ,PK
M17-ARC,https://m17.ddns.net/m17/index.php,167.179.91.150,none,17000,DX1ARC,PH
M17-ARG,https://m17arg.ddns.net/,152.170.70.57,none,17000,LU8ANB,AR
M17-ASL,https://m17asl.ddns.net/,44.134.32.13,none,17000,https://allstarlink-italia.it,IT
M17-AUT,https://m17-aut.xreflector.net/,195.26.215.3,none,17000,ÖVSV,AT
M17-BAT,http://aritrani.is-very-good.org:8090/,44.32.33.39,none,17000,Sez. ARI di Trani,IT
M17-BEL,http://2061.adn.systems:3000,173.212.223.187,none,17000,UBA-BE,BE
M17-BRA,https://m17bra.net,200.150.195.192,2804:1308::4:6000,17000,PU5KOD,BR
M17-BRO,https://m17-bro.dudetronics.com,68.37.44.22,none,17000,AD8DP,US
M17-BTT,http://iz7exi.duckdns.org:3000/,82.85.236.36,none,17000,IT-C4FM_BAT,IT
M17-CAD,http://ontxlink.hopto.org/m17/index.php,166.48.140.139,none,17000,VA3CZK,CA
M17-CAN,https://m17-ve3rig.ddns.net,45.72.192.110,none,17000,VE3MIC,CA
M17-CAS,https://castellar.m17.es/m17/,89.36.222.146,none,17000,RC-Castellar,ES
M17-CAT,https://m17catalonia.ddns.net/,172.104.140.230,none,17000,www.digigrup.org,ES
M17-CCV,https://m17.owari.biz/ref-dash,116.91.197.3,none,17000,JA2CCV,JP
M17-CEL,http://85.215.198.111:8930,85.215.198.111,none,17000,DL2OAM,DE
M17-CHI,https://m17ch-italia.ddns.net/,212.237.33.114,none,17000,HB9CSR Basel Group,CH
M17-CHP,https://m17.w0chp.radio,104.218.221.46,none,17000,Hosted by W0CHP of WPSD fame ;-),US
M17-CL1,https://m17.radioaficion.pro/,190.54.137.189,none,17000,CE3MRO,CL
M17-CLB,https://m17.club,158.101.96.102,2603:c020:4006:8e00:7921:660f:c26d:b713,17000,M17 Club,US
M17-COR,HTTP://m17.radioamateur.tk,89.234.155.8,none,17000,TK5KT,FR
M17-CQM,http://m17.wa8bro.com,13.59.123.174,none,17000,WA8BRO Backyard Repeater Owners of America - WW2MI, W8WAC, KA8WYN, K8NET,US
M17-CSR,http://m17.cisar.it,164.132.58.167,none,17000,C.I.S.A.R. ITALIA,IT
M17-D22,https://dc7jzb.de/M17Dash,90.187.72.177,none,17000,DC7JZB - OV D22,DE
M17-DDI,https://m17.dodropin.net,74.32.197.9,none,17000,DoDropIn Radio Network,US
M17-DEU,https://m17-deu.xreflector.net/,194.59.205.228,none,17000,xreflector.net / DG9FFM,DE
M17-DEV,https://tarxvf.tech/,127.0.0.1,::1,17000,Localhost development reflector entry.,AQ
M17-DGN,Http://famiuse.ddns.net:2015,87.1.0.40,none,17000,Italy Centro,IT
M17-DMR,https://m17.freestar.network,81.136.218.49,none,17000,freestar.network,GB
M17-EA1,https://eadistrito1.m17.es/m17/,80.211.29.226,none,17000,DMR+ 4371,ES
M17-ECR,https://ko4uyj.com,162.203.31.194,none,17000,KO4UYJ along with KD2UQK and K2SHF,US
M17-EOH,http://155.138.214.16/m17/,155.138.214.16,none,17000,KB8JNM,US
M17-ESP,https://latinos.m17.es/m17/,207.180.252.141,none,17000,xreflector.es,ES
M17-FIN,https://openvpn.fi/M17/,130.255.76.139,2a02:e00:ffec:86a::a,17000,OH6KW,FI
M17-FOG,https://m17.ham-radio-fog.org/,95.179.203.54,2a05:f480:1000:ec4:5400:2ff:fee6:f0,17000,THE FOG - Future Orientated Gateways,GB
M17-FRA,http://m17-fra.f5dan.fr:3000,217.154.79.184,none,17000,F5DAN,FR
M17-FRH,https://m17.f4htn.fr,51.75.194.162,none,17000,F4HTN,FR
M17-FRN,https://m17krotonfrn.ddns.net,192.168.178.141,none,17000,HELLAS-FRN,GR
M17-FUR,https://ord1.w3fur.radio:17000,45.76.29.81,none,17000,KF3RRY,US
M17-FVG,https://m17fvg.hblink.it,80.211.64.211,none,17000,iv3jdv,IT
M17-GAX,https://ea4gax.es/M17/,51.83.78.210,none,17000,EA4GAX,ES
M17-GR1,https://greece.freedmr.online,185.243.214.85,none,17000,FreeDmr GREECE,GR
M17-GRN,https://hellasfrn.no-ip.org:445,92.107.7.227,2a02:1210:5410:9d00:1529:5365:2eeb:5a5a,17000,SV0XAL,GR
M17-GSP,https://xlxsof.ddns.net:17001,37.143.206.229,none,17000,LZ1GSP,BG
M17-HAM,https://m17-ham.ddns.net/,140.82.14.24,none,17000,AC1KV,US
M17-HNC,https://certspain.ddns.net,47.62.127.2,none,17000,CERT SPAIN,ES
M17-HRV,https://m17.hamvillage.org,52.15.234.145,none,17000,Ham Radio Village,US
M17-HUB,https://g7rpg.hubnetwork.uk/m17,81.187.19.200,none,17000,hubnetwork.uk,GB
M17-HWN,https://m17.memhamwan.net/,44.34.132.17,none,17000,HamWAN Memphis Metro,US
M17-IGX,http://aritrani.does-it.net:4000/,62.84.190.249,none,17017,TEST account,IT
M17-ILS,http://ILS.crabdance.com,149.28.123.123,none,17000,W9ILS,US
M17-IND,https://ysf-india.ddns.net/,124.123.68.50,none,17000,VU3TBR,IN
M17-IP6,http://m17-ip6.vkradio.com:3000,none,2401:c080:2000:2c78:5400:4ff:fe51:7afe,17000,VK3JED,AU
M17-IRN,https://m17.irn.radio,74.32.197.12,none,17000,International Radio Network,US
M17-IS0,https://m17.is0.org/,51.254.206.201,2001:41d0:302:2200::3f43,17000,Sardinia Is. https://multiprotocol.is0.org/,IT
M17-ITA,https://m17ita.hblink.it,80.211.190.216,none,17000,IV3JDV,IT
M17-ITC,http://82.223.3.21:80,82.223.3.21,none,17000,Italy Centro Digiland,IT
M17-ITD,https://m17.itdmr.it,188.213.168.69,none,17000,IU7MNA,IT
M17-JAX,https://m17-jax.f5.si:8800/,153.194.16.139,none,17000,Kanazawa VoIP Club,JP
M17-JP1,https://m17.jh1blt.net/m17/,219.117.204.205,none,17000,JJ1YEG Sotobo Amateu Radio Club,JP
M17-JPN,https://m17.f5.si/,180.21.181.9,none,17000,Kanazawa VoIP Club,JP
M17-JWG,https://m17.jwgtechs.com,67.175.64.113,none,17000,KD9KCK,US
M17-KOR,http://m17-kor.dvham.com,175.208.150.170,none,17000,HL1RR,KR
M17-KP4,https://kp4ca-m17.ddns.net/,24.48.232.244,none,17000,KP4CA Digital Network,PR
M17-KPH,https://m17.kapihan.net,107.152.46.246,none,17000,KN6SF,US
M17-KR1,https://m17-kr1.kardca.or.kr/,158.247.215.135,2401:c080:1c01:561:5400:3ff:fed1:4192,17000,KARDCA,KR
M17-KRD,http://m17-krd.keenetic.link:3000,77.66.180.214,none,17000,RL7B,RU
M17-KRG,https://n9krgm17.ddns.net,155.138.212.8,none,17000,N9KRG,US
M17-LAB,https://ref.m17labs.org,127.0.0.1,::1,17000,M17 Project,US
M17-LAT,https://latinos.m17.es/m17/,80.211.94.145,none,17000,N3TX,US
M17-LDV,https://ldv.m17.es/m17/,80.211.99.134,none,17000,IU5HJU Michele ARI Vinci,IT
M17-LEF,https://xlxlef-dash.gb7hh.co.uk,77.68.25.66,none,17000,LEFARS Multi-Reflector (M0UPM),GB
M17-LGE,http://on6dp.no-ip.org:3000,213.211.189.28,none,17000,UBA-LGE,BE
M17-LIM,https://m17.pa7lim.nl/,207.244.224.170,none,17000,PA7LIM,NL
M17-LSC,https://ke4tlc.ddns.net,75.182.2.162,none,17000,KE4TLC,US
M17-M17,https://ref.m17.link,152.70.192.70,2603:c020:4001:91ee::a1,17000,KC1AWV,US
M17-MBK,https://m17.diteng.com,104.145.237.90,none,17000,KF7MBK,US
M17-MEX,https://m17.xe1e.net,201.137.52.40,none,17000,XE1E,MX
M17-MGB,https://mgbrasil-m17.ddns.net,165.73.249.152,none,17000,PU4RON,BR
M17-MJA,https://mja.vkradio.com/,103.236.163.81,none,17000,VK3MJA,AU
M17-N18,http://dg3yjb.beba.re/M17Reflector/index.php,144.76.12.90,none,17000,Jan, DG3YJB,DE
M17-NCA,http://m17-nca.dyndns.org,74.91.114.88,none,17000,K6HP,US
M17-NLD,http://51.83.46.75:39000,51.83.46.75,none,17000,M17 Dutch Reflector PD2VDY,NL
M17-NOR,https://m17.la2k.no,185.35.185.100,none,17000,LA2K club station,NO
M17-NRG,http://m17nrg.ddns.net,78.83.115.219,none,17000,LZ1GSP,BG
M17-NWR,https://m17.nwrg.org.uk,217.40.29.234,none,17000,North Western Repeater Group UK,GB
M17-NYS,https://m17nys.kd2yfy.net:444,135.148.149.42,2604:2dc0:101:200::ded,17000,KD2YFY,US
M17-NZD,https://m17-nzd.m1m0n.net,101.100.136.64,none,17000,ZL1JX,NZ
M17-NZL,https://m17nzl.drgnz.com/,149.28.165.127,none,17000,ZL2AUS,NZ
M17-OAF,http://m17.onirbanbd.com,152.67.9.13,none,17000,VU3FBT & S21AF,BD
M17-OFW,https://ofwham.duckdns.org/index.php,45.76.176.109,none,17000,DV1PPK,PH
M17-OH6,https://m17oh6.ddns.net/,130.255.76.76,none,17000,OH6EWU and OH6AC,FI
M17-OKL,https://www.oklahomalink.rcwa.org/m17ref/,3.208.70.29,none,17000,Rogers County Wireless Association,US
M17-OMO,http://ham.kimberlychase.com:4000,209.222.4.140,2001:19f0:b:9::2,17000,KJ7OMO,US
M17-OSK,https://www.ne.jp/asahi/radio/ham,116.70.234.141,none,17000,JL3ZII,JP
M17-OWL,https://xlx508.hb9gfx.ch/M17-Reflector-Dashboard/index.php,185.188.4.15,none,17000,HB9GFX / DG9BDI,DE
M17-OZD,https://m17.oz-dmr.network/,51.195.201.20,2001:41d0:801:2000::34f5,17000,OZ-DMR Network,GB
M17-PEG,https://dmr.projekt-pegasus.net/m17/,5.9.59.26,none,17000,German PEGASUS Project,DE
M17-PER,https://m17.dmr-peru.net,190.117.233.28,none,17000,Multiprotocolo Perú Digital,PE
M17-PHP,https://dx8wmg-m17.ddns.net/,107.152.47.152,none,17000,DX8WMG,PH
M17-PLC,https://bulgaria.ddns.net:17001,87.252.188.119,none,17000,LZ1PLC,BG
M17-PLG,https://xrf245.pennlinkgroup.com/mrefd/,54.85.206.3,none,17000,Penn-Link Group,US
M17-PN1,https://kario88.freeddns.com:3000,212.72.212.183,none,17000,LZ5PN,BG
M17-POL,https://m17.hblink.network/,51.38.132.8,2001:41d0:601:1100::30b7,17000,SP7LAK,PL
M17-POR,https://m17.hamradio.pt/,198.244.234.7,2001:41d0:801:2000::468f,17000,HamRadioPT Team,PT
M17-PRT,https://m17.hamradio.pt/,198.244.234.7,2001:41d0:801:2000::468f,17000,HamRadioPT,PT
M17-QDR,http://dvref.duckdns.org:7017,152.67.216.222,none,17000,DS5QDR DV HAM World,KR
M17-QSO,https://tarxvf.tech,127.0.0.1,::1,17000,don't publish, I'm just reserving the name for qso.email,US
M17-QUE,https://m17-que.ddns.net,45.62.250.140,none,17000,Quebec Francais,CA
M17-RLX,http://m17-rlx.ddnsfree.com/#/,212.227.105.8,none,17000,ARRLx,PT
M17-ROM,https://tetra-romania.ddns.net/m17/,89.35.160.218,none,17000,M17 bridge to Tetra,RO
M17-RTX,https://m17.openrtx.org,93.41.233.12,none,17000,OpenRTX,IT
M17-SCS,https://m17-scarsvoip.com/,45.77.119.250,2001:19f0:9002:2e9:5400:3ff:feb7:f72d,17000,SCARS - South Coast Amateur Radio Service,US
M17-SEL,https://selink.lmarc.net/m17dash,66.42.93.25,none,17000,Lookout Mountain Amateur Radio Community,US
M17-SKY,https://m17.skyhublink.com,65.114.195.171,none,17000,SkyHub Link System,US
M17-SLB,https://m17-digitalvoice.dns.army,165.73.249.152,fe80::215:5dff:fed5:ba66,17000,PU4RON,BR
M17-SNI,http://xlx567.dstarthailand.com/,192.168.1.18,none,17000,HS8KF,TH
M17-SPA,https://hblinkspain.duckdns.org/mrefd/,81.2.248.38,none,17000,EA5GVK & BLASMAKERS,ES
M17-SUN,https://kc5fm.ddns.net/m17ref/,155.138.244.192,none,17000,AE5ME,US
M17-SVN,http://m17.s5svet.si:17080,193.77.82.184,none,17000,S50PB,SI
M17-SWD,https://m17-ref2-swdg.net/,45.32.239.121,2001:19f0:5001:e1c:5400:3ff:fe80:c8da,17000,SWDG - South Wales Digital Group - Test Reflector,GB
M17-SWE,https://m17.amprnet.se,44.140.63.12,2001:6b0:4b:3f01::12,17000,AMPRnet.se,SE
M17-TAR,https://tarxvf.tech,150.136.4.138,2603:c020:4006:8e00:6d03:1009:be81:9c8a,17000,tarxvf/W2FBI *no dashboard* pyM17 reflector,US
M17-TEX,http://nowhere.com,0.0.0.0,none,17000,,US
M17-THA,https://m17.dprns.com,203.150.19.24,none,17000,DPRNS,TH
M17-TKO,https://ah-huh.net/m17/,52.192.129.174,2406:da14:337:3700:eb6:8a77:d95c:c69a,17000,Ah-huh.net,JP
M17-TNT,https://m17.9Z4RG.com,68.183.19.139,none,17000,9Z4RG REACT,TT
M17-TSE,https://tse.undo.it/ref-dash,203.131.208.130,none,17000,Thammasat University,TH
M17-TST,https://m17project.org,51.81.119.102,2604:2dc0:100:23a6::ba6,17000,KC1AWV,US
M17-TUR,http://m17.pistar.com.tr/,152.70.51.93,none,17000,TA2BBE,TR
M17-TWN,https://m17twn.ddns.net,114.34.207.164,none,17000,BV3UN,TW
M17-UAX,http://m17.qrz.od.ua:3000,178.136.97.107,none,17000,QRZ Odessa,UA
M17-UK1,https://2e0lxy.uk/m17,194.146.49.33,none,17000,2E0LXY,GB
M17-UQK,https://kd2uqk.ham-radio-op.net,100.38.158.68,none,17000,KD2UQK Linked to Allstar,US
M17-URG,https://m17uru.c4fm.es/,23.234.239.179,none,17000,Uruguay Link,UY
M17-URU,https://m17uru.c4fm.es/,23.234.239.179,none,17000,Uruguay Link,UY
M17-USA,https://m17usa.kd2yfy.net,135.148.148.180,2604:2dc0:101:200::1cc6,17000,KD2YFY,US
M17-UT0,https://m17.utahdrn.org,129.123.59.69,none,17000,Utah Digital Repeater Network,US
M17-VK7,https://vk7hse.duckdns.org/m17,45.248.50.37,none,17000,VK7HSE,AU
M17-WAL,https://m17-swdg.net/,192.248.172.148,2a05:f480:1000:80e:5400:3ff:fe7b:69f5,17000,SWDG - South Wales Digital Group,GB
M17-WDG,https://m17.wesdig.com/,107.152.39.89,none,17000,Western US Digital Group W6DGT,US
M17-WWD,https://m17wwd.ddns.net/m17,192.99.70.1,none,17000,KE8ANE,US
M17-WWR,http://104.238.145.198,104.238.145.198,2001:19f0:6402:8d3:5400:4ff:fe7c:8dac,17000,Worldwide Ragchew Amateur Radio Net,US
M17-XOR,https://ref.oe3xor.at,168.119.171.247,none,17000,OE3ANC - Dev Reflector,AT
M17-XVF,https://tarxvf.tech,104.225.216.221,none,17000,https://tarxvf.tech, no dashboard, test and dev reflector, not always up,US
M17-YSF,http://m17ysf.pu5kod.net,177.131.119.153,none,17777,PU5KOD,BR
M17-ZL3,https://xlx530.hopto.org/m17,119.224.19.178,none,17000,ZL3DMH,NZ
M17-ZO9,https://m17zona9.duckdns.org/,198.245.55.177,2607:5300:201:3100::6208,17000,iw9edp@gmail.com,IT
URF106,http://urf106.com,68.42.187.67,none,17000,Eastern-MI-Link,US
URF269,https://urf269.26269.de,44.31.0.6,none,17000,DC9VQ,DE
URF300,https://xlx300.net,200.150.195.192,2804:1308::4:6000,17000,PU5KOD,BR
URF333,http://127.0.0.1,99.105.192.230,none,17000,Lattuga Tartaruga,US
URF994,http://urf994.ddns.net,78.143.202.174,none,17000,M0VVA,GB
URFBRA,https://m17bra.net,200.150.195.192,2804:1308::4:6000,17000,PU5KOD,BR
URFLAB,https://localhost:3000,127.0.0.1,::1,17000,KC1AWV,US
URFWTH,https://urfwth.ddns.net,78.143.202.174,none,17000,M0VVA,GB
M17-OSS,http://localhost,192.168.0.139,none,17000,KD0OSS,US
